id,type,topic,subtopic,difficulty,stem_or_prompt,optionA,optionB,optionC,optionD,correctIndex,marks,explanation,markingGuideline
MCQ-249,mcq,Structure_Steel,StructuralDrawings,hard,Question 249: What is the requirement for StructuralDrawings in Structure_Steel according to Victorian building regulations?,Option A for MCQ-249,Option B for MCQ-249,Option C for MCQ-249,Option D for MCQ-249,0,1,This question tests knowledge of StructuralDrawings requirements in Structure_Steel. The correct answer is Option A.,
MCQ-250,mcq,Structure_TiltPanels,PanelConnections,easy,Question 250: What is the requirement for PanelConnections in Structure_TiltPanels according to Victorian building regulations?,Option A for MCQ-250,Option B for MCQ-250,Option C for MCQ-250,Option D for MCQ-250,1,1,This question tests knowledge of PanelConnections requirements in Structure_TiltPanels. The correct answer is Option B.,
MCQ-251,mcq,NCC_Egress,ExitAccess,easy,Question 251: What is the requirement for ExitAccess in NCC_Egress according to Victorian building regulations?,Option A for MCQ-251,Option B for MCQ-251,Option C for MCQ-251,Option D for MCQ-251,2,1,This question tests knowledge of ExitAccess requirements in NCC_Egress. The correct answer is Option C.,
MCQ-252,mcq,NCC_Health,LightingLevels,hard,Question 252: What is the requirement for LightingLevels in NCC_Health according to Victorian building regulations?,Option A for MCQ-252,Option B for MCQ-252,Option C for MCQ-252,Option D for MCQ-252,3,1,This question tests knowledge of LightingLevels requirements in NCC_Health. The correct answer is Option D.,
MCQ-253,mcq,NCC_Services,AccessibleLifts,medium,Question 253: What is the requirement for AccessibleLifts in NCC_Services according to Victorian building regulations?,Option A for MCQ-253,Option B for MCQ-253,Option C for MCQ-253,Option D for MCQ-253,0,1,This question tests knowledge of AccessibleLifts requirements in NCC_Services. The correct answer is Option A.,
MCQ-254,mcq,Act_Permits,PermitApplications,hard,Question 254: What is the requirement for PermitApplications in Act_Permits according to Victorian building regulations?,Option A for MCQ-254,Option B for MCQ-254,Option C for MCQ-254,Option D for MCQ-254,1,1,This question tests knowledge of PermitApplications requirements in Act_Permits. The correct answer is Option B.,
MCQ-255,mcq,Act_Enforcement,BuildingInspectors,medium,Question 255: What is the requirement for BuildingInspectors in Act_Enforcement according to Victorian building regulations?,Option A for MCQ-255,Option B for MCQ-255,Option C for MCQ-255,Option D for MCQ-255,2,1,This question tests knowledge of BuildingInspectors requirements in Act_Enforcement. The correct answer is Option C.,
MCQ-256,mcq,Regs_Permits,PermitAmendments,easy,Question 256: What is the requirement for PermitAmendments in Regs_Permits according to Victorian building regulations?,Option A for MCQ-256,Option B for MCQ-256,Option C for MCQ-256,Option D for MCQ-256,3,1,This question tests knowledge of PermitAmendments requirements in Regs_Permits. The correct answer is Option D.,
MCQ-257,mcq,Regs_Inspections,FootingInspection,medium,Question 257: What is the requirement for FootingInspection in Regs_Inspections according to Victorian building regulations?,Option A for MCQ-257,Option B for MCQ-257,Option C for MCQ-257,Option D for MCQ-257,0,1,This question tests knowledge of FootingInspection requirements in Regs_Inspections. The correct answer is Option A.,
MCQ-258,mcq,Regs_ProtectionWork,FootpathProtection,easy,Question 258: What is the requirement for FootpathProtection in Regs_ProtectionWork according to Victorian building regulations?,Option A for MCQ-258,Option B for MCQ-258,Option C for MCQ-258,Option D for MCQ-258,1,1,This question tests knowledge of FootpathProtection requirements in Regs_ProtectionWork. The correct answer is Option B.,
MCQ-259,mcq,Regs_ESM,OccupancyPermit,medium,Question 259: What is the requirement for OccupancyPermit in Regs_ESM according to Victorian building regulations?,Option A for MCQ-259,Option B for MCQ-259,Option C for MCQ-259,Option D for MCQ-259,2,1,This question tests knowledge of OccupancyPermit requirements in Regs_ESM. The correct answer is Option C.,
MCQ-260,mcq,Business_FitProper,Registration,medium,Question 260: What is the requirement for Registration in Business_FitProper according to Victorian building regulations?,Option A for MCQ-260,Option B for MCQ-260,Option C for MCQ-260,Option D for MCQ-260,3,1,This question tests knowledge of Registration requirements in Business_FitProper. The correct answer is Option D.,
MCQ-261,mcq,Safety_HRW,Excavation,medium,Question 261: What is the requirement for Excavation in Safety_HRW according to Victorian building regulations?,Option A for MCQ-261,Option B for MCQ-261,Option C for MCQ-261,Option D for MCQ-261,0,1,This question tests knowledge of Excavation requirements in Safety_HRW. The correct answer is Option A.,
MCQ-262,mcq,Structure_Slabs,Reinforcement,hard,Question 262: What is the requirement for Reinforcement in Structure_Slabs according to Victorian building regulations?,Option A for MCQ-262,Option B for MCQ-262,Option C for MCQ-262,Option D for MCQ-262,1,1,This question tests knowledge of Reinforcement requirements in Structure_Slabs. The correct answer is Option B.,
MCQ-263,mcq,Structure_Steel,WeldInspection,medium,Question 263: What is the requirement for WeldInspection in Structure_Steel according to Victorian building regulations?,Option A for MCQ-263,Option B for MCQ-263,Option C for MCQ-263,Option D for MCQ-263,2,1,This question tests knowledge of WeldInspection requirements in Structure_Steel. The correct answer is Option C.,
MCQ-264,mcq,Structure_TiltPanels,PanelDesign,easy,Question 264: What is the requirement for PanelDesign in Structure_TiltPanels according to Victorian building regulations?,Option A for MCQ-264,Option B for MCQ-264,Option C for MCQ-264,Option D for MCQ-264,3,1,This question tests knowledge of PanelDesign requirements in Structure_TiltPanels. The correct answer is Option D.,
MCQ-265,mcq,NCC_Egress,EmergencyLighting,medium,Question 265: What is the requirement for EmergencyLighting in NCC_Egress according to Victorian building regulations?,Option A for MCQ-265,Option B for MCQ-265,Option C for MCQ-265,Option D for MCQ-265,0,1,This question tests knowledge of EmergencyLighting requirements in NCC_Egress. The correct answer is Option A.,
MCQ-266,mcq,NCC_Health,NoiseLevels,medium,Question 266: What is the requirement for NoiseLevels in NCC_Health according to Victorian building regulations?,Option A for MCQ-266,Option B for MCQ-266,Option C for MCQ-266,Option D for MCQ-266,1,1,This question tests knowledge of NoiseLevels requirements in NCC_Health. The correct answer is Option B.,
MCQ-267,mcq,NCC_Services,AccessibleLifts,medium,Question 267: What is the requirement for AccessibleLifts in NCC_Services according to Victorian building regulations?,Option A for MCQ-267,Option B for MCQ-267,Option C for MCQ-267,Option D for MCQ-267,2,1,This question tests knowledge of AccessibleLifts requirements in NCC_Services. The correct answer is Option C.,
MCQ-268,mcq,Act_Permits,PermitApplications,hard,Question 268: What is the requirement for PermitApplications in Act_Permits according to Victorian building regulations?,Option A for MCQ-268,Option B for MCQ-268,Option C for MCQ-268,Option D for MCQ-268,3,1,This question tests knowledge of PermitApplications requirements in Act_Permits. The correct answer is Option D.,
MCQ-269,mcq,Act_Enforcement,BuildingInspectors,medium,Question 269: What is the requirement for BuildingInspectors in Act_Enforcement according to Victorian building regulations?,Option A for MCQ-269,Option B for MCQ-269,Option C for MCQ-269,Option D for MCQ-269,0,1,This question tests knowledge of BuildingInspectors requirements in Act_Enforcement. The correct answer is Option A.,
MCQ-270,mcq,Regs_Permits,BuildingInformation,hard,Question 270: What is the requirement for BuildingInformation in Regs_Permits according to Victorian building regulations?,Option A for MCQ-270,Option B for MCQ-270,Option C for MCQ-270,Option D for MCQ-270,1,1,This question tests knowledge of BuildingInformation requirements in Regs_Permits. The correct answer is Option B.,
MCQ-271,mcq,Regs_Inspections,MandatoryNotifications,hard,Question 271: What is the requirement for MandatoryNotifications in Regs_Inspections according to Victorian building regulations?,Option A for MCQ-271,Option B for MCQ-271,Option C for MCQ-271,Option D for MCQ-271,2,1,This question tests knowledge of MandatoryNotifications requirements in Regs_Inspections. The correct answer is Option C.,
MCQ-272,mcq,Regs_ProtectionWork,NotificationRequirements,hard,Question 272: What is the requirement for NotificationRequirements in Regs_ProtectionWork according to Victorian building regulations?,Option A for MCQ-272,Option B for MCQ-272,Option C for MCQ-272,Option D for MCQ-272,3,1,This question tests knowledge of NotificationRequirements requirements in Regs_ProtectionWork. The correct answer is Option D.,
MCQ-273,mcq,Regs_ESM,MaintenanceDetermination,easy,Question 273: What is the requirement for MaintenanceDetermination in Regs_ESM according to Victorian building regulations?,Option A for MCQ-273,Option B for MCQ-273,Option C for MCQ-273,Option D for MCQ-273,0,1,This question tests knowledge of MaintenanceDetermination requirements in Regs_ESM. The correct answer is Option A.,
MCQ-274,mcq,Business_FitProper,Registration,hard,Question 274: What is the requirement for Registration in Business_FitProper according to Victorian building regulations?,Option A for MCQ-274,Option B for MCQ-274,Option C for MCQ-274,Option D for MCQ-274,1,1,This question tests knowledge of Registration requirements in Business_FitProper. The correct answer is Option B.,
MCQ-275,mcq,Safety_HRW,IncidentReporting,hard,Question 275: What is the requirement for IncidentReporting in Safety_HRW according to Victorian building regulations?,Option A for MCQ-275,Option B for MCQ-275,Option C for MCQ-275,Option D for MCQ-275,2,1,This question tests knowledge of IncidentReporting requirements in Safety_HRW. The correct answer is Option C.,
MCQ-276,mcq,Structure_Slabs,Reinforcement,easy,Question 276: What is the requirement for Reinforcement in Structure_Slabs according to Victorian building regulations?,Option A for MCQ-276,Option B for MCQ-276,Option C for MCQ-276,Option D for MCQ-276,3,1,This question tests knowledge of Reinforcement requirements in Structure_Slabs. The correct answer is Option D.,
MCQ-277,mcq,Structure_Steel,SteelFrameConnections,medium,Question 277: What is the requirement for SteelFrameConnections in Structure_Steel according to Victorian building regulations?,Option A for MCQ-277,Option B for MCQ-277,Option C for MCQ-277,Option D for MCQ-277,0,1,This question tests knowledge of SteelFrameConnections requirements in Structure_Steel. The correct answer is Option A.,
MCQ-278,mcq,Structure_TiltPanels,BracingDesign,hard,Question 278: What is the requirement for BracingDesign in Structure_TiltPanels according to Victorian building regulations?,Option A for MCQ-278,Option B for MCQ-278,Option C for MCQ-278,Option D for MCQ-278,1,1,This question tests knowledge of BracingDesign requirements in Structure_TiltPanels. The correct answer is Option B.,
MCQ-279,mcq,NCC_Egress,Handrails,medium,Question 279: What is the requirement for Handrails in NCC_Egress according to Victorian building regulations?,Option A for MCQ-279,Option B for MCQ-279,Option C for MCQ-279,Option D for MCQ-279,2,1,This question tests knowledge of Handrails requirements in NCC_Egress. The correct answer is Option C.,
MCQ-280,mcq,NCC_Health,RoomHeights,easy,Question 280: What is the requirement for RoomHeights in NCC_Health according to Victorian building regulations?,Option A for MCQ-280,Option B for MCQ-280,Option C for MCQ-280,Option D for MCQ-280,3,1,This question tests knowledge of RoomHeights requirements in NCC_Health. The correct answer is Option D.,
